job_id,job_title,company,location,posted_date,role_category,salary_usd,description
387,Senior Data Engineer,Echo Streaming,"Pune, India",2025-10-02,Data Engineer,47000,"Echo Streaming seeks an experienced Senior Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with BigQuery, Snowflake, Airflow, Spark, Data warehousing, Docker, and SQL to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
596,Backend Engineer,Evergreen Logistics,"Delhi, India",2025-10-03,Software Engineer,37500,"We are looking for a Backend Engineer to join our growing team at Evergreen Logistics. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with PostgreSQL, Python, C++, and Git. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
880,Platform Engineer,Granite Data Partners,"Washington, DC",2025-10-03,Software Engineer,150500,"As a Platform Engineer at Granite Data Partners, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: MongoDB, Docker, Java, PostgreSQL, and JavaScript. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
1141,Analytics Engineer,Bluepeak Technologies,"Hyderabad, India",2025-10-03,Data Engineer,55000,"As a Analytics Engineer at Bluepeak Technologies, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Airflow, Azure, dbt, Kafka, Snowflake, and Redshift. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Entry-level candidates with strong internship experience are encouraged to apply."
1690,BI Analyst,Nectar Foods,"Seattle, WA",2025-10-03,Data Analyst,95500,"Join Nectar Foods as a BI Analyst! You'll be responsible for building and maintaining systems that rely on SQL, Python, Excel, and Statistics. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
1927,Data Scientist II,Quicksilver Payments,"Austin, TX",2025-10-03,Data Scientist,125500,"Quicksilver Payments seeks an experienced Data Scientist II to support our expanding analytics function. Day-to-day responsibilities include working with Deep Learning, Machine Learning, TensorFlow, PyTorch, SQL, Power BI, and Statistics to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
261,Senior Software Engineer,Quicksilver Payments,"Bengaluru, India",2025-10-04,Software Engineer,53500,"Quicksilver Payments is hiring a Senior Software Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using C++, PostgreSQL, JavaScript, and SQL. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
780,AI Engineer,Brightline Education,"Hyderabad, India",2025-10-04,ML Engineer,52500,"Brightline Education is hiring a AI Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Scikit-learn, PyTorch, Kubernetes, Machine Learning, Python, and Git. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1535,Deep Learning Engineer,Nimbus Analytics,"Berlin, Germany",2025-10-04,ML Engineer,122500,"We are looking for a Deep Learning Engineer to join our growing team at Nimbus Analytics. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Python, Machine Learning, PyTorch, Spark, and Kubernetes. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
1983,Software Engineer,Meridian Health Analytics,Singapore,2025-10-04,Software Engineer,89500,"Join Meridian Health Analytics as a Software Engineer! You'll be responsible for building and maintaining systems that rely on JavaScript, Git, REST API, and SQL. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
82,Business Data Analyst,Summit Cloud Solutions,"Toronto, Canada",2025-10-05,Data Analyst,68500,"Summit Cloud Solutions is hiring a Business Data Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Tableau, Excel, Power BI, SQL, and Python. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Entry-level candidates with strong internship experience are encouraged to apply."
574,Senior Data Engineer,Juniper Cybersecurity,"Hyderabad, India",2025-10-05,Data Engineer,53000,"We are looking for a Senior Data Engineer to join our growing team at Juniper Cybersecurity. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Data warehousing, Snowflake, dbt, ETL, and Kafka. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
682,ETL Developer,Tundra Telecom,"Chicago, IL",2025-10-05,Data Engineer,97500,"Tundra Telecom is hiring a ETL Developer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using BigQuery, AWS, Google Cloud Platform, Snowflake, Airflow, dbt, and Python. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
800,Senior Data Scientist,Falcon FinTech,"San Francisco, CA",2025-10-05,Data Scientist,214500,"Falcon FinTech is hiring a Senior Data Scientist to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Machine Learning, NLP, PyTorch, and Python. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1175,Research Data Scientist,Cortex Systems,"Washington, DC",2025-10-05,Data Scientist,162500,"Cortex Systems seeks an experienced Research Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Machine Learning, Scikit-learn, Python, Spark, A/B testing, and NLP to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
38,Backend Engineer,Fenwick Pharma,"Hyderabad, India",2025-10-06,Software Engineer,39500,"Fenwick Pharma seeks an experienced Backend Engineer to support our expanding analytics function. Day-to-day responsibilities include working with SQL, Python, Docker, and Java to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
327,Research Data Scientist,Vantage Point Retail,"Denver, CO",2025-10-07,Data Scientist,149000,"Vantage Point Retail seeks an experienced Research Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Scikit-learn, Statistics, Deep Learning, A/B testing, Python, TensorFlow, and Machine Learning to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
341,Software Development Engineer,Onyx Manufacturing,"San Francisco, CA",2025-10-07,Software Engineer,164000,"Onyx Manufacturing is hiring a Software Development Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Java, C++, Linux, JavaScript, Python, and REST API. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
544,Software Engineer,Vertex Insight Labs,"Berlin, Germany",2025-10-07,Software Engineer,118000,"Join Vertex Insight Labs as a Software Engineer! You'll be responsible for building and maintaining systems that rely on Agile, Docker, Git, Linux, SQL, and Java. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
694,Senior Data Scientist,Zenith Aerospace,"San Francisco, CA",2025-10-07,Data Scientist,194500,"We are looking for a Senior Data Scientist to join our growing team at Zenith Aerospace. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Statistics, Tableau, AWS, NLP, Machine Learning, and Python. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
1558,Senior Software Engineer,Anchor Payments,"Denver, CO",2025-10-07,Software Engineer,140000,"We are looking for a Senior Software Engineer to join our growing team at Anchor Payments. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Linux, NoSQL, Java, REST API, and C++. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1595,Lead Data Scientist,Clearwater Consulting,"San Francisco, CA",2025-10-07,Data Scientist,198000,"Clearwater Consulting is hiring a Lead Data Scientist to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Python, Machine Learning, Tableau, and AWS. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
1864,BI Analyst,Riverstone Tech,"Pune, India",2025-10-07,Data Analyst,25500,"Riverstone Tech is hiring a BI Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Power BI, Looker, Tableau, R, and Google Cloud Platform. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1891,Applied ML Engineer,Coral Reef Gaming,"Austin, TX",2025-10-07,ML Engineer,206000,"Coral Reef Gaming is hiring a Applied ML Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Machine Learning, AWS, Airflow, and Python. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 3+ years of relevant experience preferred."
1972,Senior Data Scientist,Redwood Bank,"San Francisco, CA",2025-10-07,Data Scientist,153000,"Redwood Bank is hiring a Senior Data Scientist to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Deep Learning, NLP, PyTorch, Python, Computer Vision, Machine Learning, and TensorFlow. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
152,Cloud Data Engineer,Skyline Software,"Toronto, Canada",2025-10-08,Data Engineer,72500,"As a Cloud Data Engineer at Skyline Software, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Python, dbt, BigQuery, Spark, SQL, Redshift, and ETL. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
807,Senior Data Scientist,Orbit Financial Services,Singapore,2025-10-08,Data Scientist,148000,"As a Senior Data Scientist at Orbit Financial Services, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Computer Vision, SQL, Python, PyTorch, NLP, and Scikit-learn. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1053,Software Development Engineer,Zenith Aerospace,"Boston, MA",2025-10-08,Software Engineer,154000,"Zenith Aerospace seeks an experienced Software Development Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Git, Agile, JavaScript, REST API, Kubernetes, and Docker to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
1167,Cloud Data Engineer,Lighthouse AI,Remote,2025-10-08,Data Engineer,111500,"Join Lighthouse AI as a Cloud Data Engineer! You'll be responsible for building and maintaining systems that rely on ETL, SQL, AWS, BigQuery, and Azure. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
1887,Data Scientist II,Vertex Insight Labs,"Boston, MA",2025-10-08,Data Scientist,137000,"As a Data Scientist II at Vertex Insight Labs, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Machine Learning, Deep Learning, A/B testing, Statistics, and Scikit-learn. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
161,Software Engineer,Tundra Telecom,"Bengaluru, India",2025-10-09,Software Engineer,65000,"Join Tundra Telecom as a Software Engineer! You'll be responsible for building and maintaining systems that rely on Java, Python, NoSQL, and JavaScript. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
456,Lead Data Scientist,Delta Freight Systems,"Mumbai, India",2025-10-09,Data Scientist,60000,"Delta Freight Systems is hiring a Lead Data Scientist to help scale our data capabilities. In this role you'll design, build, and maintain solutions using TensorFlow, Machine Learning, Deep Learning, SQL, Python, and Computer Vision. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
634,Platform Engineer,Brightline Education,"Mumbai, India",2025-10-09,Software Engineer,42000,"We are looking for a Platform Engineer to join our growing team at Brightline Education. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Linux, Docker, Git, REST API, and Agile. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
237,AI Engineer,Nectar Foods,"Los Angeles, CA",2025-10-10,ML Engineer,153500,"Nectar Foods seeks an experienced AI Engineer to support our expanding analytics function. Day-to-day responsibilities include working with AWS, Machine Learning, PyTorch, Spark, Kubernetes, and Python to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
271,Cloud Data Engineer,Pixel & Co,"Los Angeles, CA",2025-10-10,Data Engineer,145000,"We are looking for a Cloud Data Engineer to join our growing team at Pixel & Co. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Python, Airflow, ETL, Kafka, Redshift, Azure, and Snowflake. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
751,Business Data Analyst,Clearwater Consulting,"New York, NY",2025-10-10,Data Analyst,140500,"Join Clearwater Consulting as a Business Data Analyst! You'll be responsible for building and maintaining systems that rely on Tableau, Excel, Statistics, Power BI, Git, and Python. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
1867,Software Development Engineer,Ironclad Security,"Seattle, WA",2025-10-10,Software Engineer,179500,"We are looking for a Software Development Engineer to join our growing team at Ironclad Security. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with JavaScript, SQL, REST API, and PostgreSQL. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1934,Data Scientist II,Pixel & Co,"Bengaluru, India",2025-10-10,Data Scientist,39500,"We are looking for a Data Scientist II to join our growing team at Pixel & Co. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Scikit-learn, Statistics, A/B testing, and AWS. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
105,Big Data Engineer,Echo Streaming,"Hyderabad, India",2025-10-11,Data Engineer,53000,"Echo Streaming is hiring a Big Data Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Python, AWS, ETL, and Docker. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Entry-level candidates with strong internship experience are encouraged to apply."
830,ML Ops Engineer,Brightline Education,"San Francisco, CA",2025-10-11,ML Engineer,235500,"Brightline Education is hiring a ML Ops Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Azure, Deep Learning, Git, and Docker. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Minimum of 2 years in a similar role."
1072,Data Engineer,Skyline Software,"Berlin, Germany",2025-10-11,Data Engineer,105500,"Join Skyline Software as a Data Engineer! You'll be responsible for building and maintaining systems that rely on Spark, ETL, AWS, and Kafka. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 3+ years of relevant experience preferred."
1082,Marketing Data Analyst,Falcon FinTech,Remote,2025-10-11,Data Analyst,71000,"Falcon FinTech seeks an experienced Marketing Data Analyst to support our expanding analytics function. Day-to-day responsibilities include working with Python, SQL, Data warehousing, Git, and Excel to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
1562,Platform Engineer,Lighthouse AI,Singapore,2025-10-11,Software Engineer,111000,"Lighthouse AI seeks an experienced Platform Engineer to support our expanding analytics function. Day-to-day responsibilities include working with AWS, JavaScript, REST API, Java, Python, and Git to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
496,Research Data Scientist,Nimbus Analytics,"Seattle, WA",2025-10-12,Data Scientist,139000,"As a Research Data Scientist at Nimbus Analytics, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: SQL, TensorFlow, NLP, AWS, Statistics, and Machine Learning. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
554,Applied ML Engineer,Onyx Manufacturing,"Los Angeles, CA",2025-10-12,ML Engineer,177500,"As a Applied ML Engineer at Onyx Manufacturing, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Deep Learning, Python, Docker, Machine Learning, and PyTorch. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1001,AI Engineer,Bluepeak Technologies,"Pune, India",2025-10-13,ML Engineer,41000,"We are looking for a AI Engineer to join our growing team at Bluepeak Technologies. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Python, PyTorch, Deep Learning, and AWS. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Entry-level candidates with strong internship experience are encouraged to apply."
1102,ML Ops Engineer,Willow Health Systems,"Toronto, Canada",2025-10-13,ML Engineer,138500,"Willow Health Systems is hiring a ML Ops Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Docker, AWS, PyTorch, Deep Learning, and NLP. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1209,Senior ML Engineer,Riverstone Tech,"Toronto, Canada",2025-10-13,ML Engineer,142500,"Riverstone Tech is hiring a Senior ML Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using TensorFlow, NLP, PyTorch, and Spark. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1756,Data Scientist II,Coral Reef Gaming,"San Francisco, CA",2025-10-13,Data Scientist,230000,"We are looking for a Data Scientist II to join our growing team at Coral Reef Gaming. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Scikit-learn, A/B testing, Deep Learning, and TensorFlow. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1771,Big Data Engineer,Nectar Foods,"Bengaluru, India",2025-10-13,Data Engineer,41500,"Nectar Foods seeks an experienced Big Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with SQL, AWS, NoSQL, and Hadoop to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
112,Software Engineer,Sable Energy,"Delhi, India",2025-10-14,Software Engineer,42500,"We are looking for a Software Engineer to join our growing team at Sable Energy. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with JavaScript, AWS, Python, Java, Kubernetes, and MongoDB. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
746,Backend Engineer,Sable Energy,Remote,2025-10-14,Software Engineer,151500,"Sable Energy seeks an experienced Backend Engineer to support our expanding analytics function. Day-to-day responsibilities include working with JavaScript, Java, Agile, Python, C++, and SQL to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
779,Software Engineer,Willow Health Systems,"Delhi, India",2025-10-14,Software Engineer,43500,"Willow Health Systems seeks an experienced Software Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Git, Python, REST API, C++, JavaScript, and Linux to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
925,Senior Data Engineer,Zenith Aerospace,"Boston, MA",2025-10-14,Data Engineer,141000,"As a Senior Data Engineer at Zenith Aerospace, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: AWS, Python, Hadoop, and SQL. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1196,Cloud Data Engineer,Keystone Auto Group,"Washington, DC",2025-10-14,Data Engineer,111500,"Join Keystone Auto Group as a Cloud Data Engineer! You'll be responsible for building and maintaining systems that rely on Kafka, Python, Data warehousing, Redshift, ETL, and NoSQL. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
1348,Deep Learning Engineer,Rustic Agritech,"Hyderabad, India",2025-10-14,ML Engineer,63500,"Rustic Agritech is hiring a Deep Learning Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Kubernetes, Deep Learning, Computer Vision, PyTorch, Scikit-learn, and Docker. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
1881,Applied ML Engineer,Lattice Biotech,"Delhi, India",2025-10-14,ML Engineer,37500,"Lattice Biotech seeks an experienced Applied ML Engineer to support our expanding analytics function. Day-to-day responsibilities include working with TensorFlow, PyTorch, Scikit-learn, Docker, Computer Vision, Git, and Kubernetes to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
284,Machine Learning Engineer,Nimbus Analytics,"Chicago, IL",2025-10-15,ML Engineer,153000,"As a Machine Learning Engineer at Nimbus Analytics, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: PyTorch, Docker, AWS, and Git. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
1301,Applied Data Scientist,Pixel & Co,Remote,2025-10-15,Data Scientist,143000,"Join Pixel & Co as a Applied Data Scientist! You'll be responsible for building and maintaining systems that rely on Statistics, A/B testing, NLP, Scikit-learn, and Computer Vision. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
403,Deep Learning Engineer,Vertex Insight Labs,"Seattle, WA",2025-10-16,ML Engineer,192500,"We are looking for a Deep Learning Engineer to join our growing team at Vertex Insight Labs. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Computer Vision, Python, PyTorch, Kubernetes, Docker, and Machine Learning. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
501,Backend Engineer,DataForge Inc,"Berlin, Germany",2025-10-16,Software Engineer,103500,"As a Backend Engineer at DataForge Inc, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Java, Docker, Git, Agile, REST API, JavaScript, and Kubernetes. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Entry-level candidates with strong internship experience are encouraged to apply."
546,Big Data Engineer,Delta Freight Systems,"London, UK",2025-10-16,Data Engineer,117000,"As a Big Data Engineer at Delta Freight Systems, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Docker, Kafka, Snowflake, Hadoop, SQL, ETL, and Redshift. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1372,Junior Data Analyst,Orbit Financial Services,Remote,2025-10-16,Data Analyst,73000,"We are looking for a Junior Data Analyst to join our growing team at Orbit Financial Services. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Looker, Git, Tableau, and A/B testing. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
345,Junior Data Analyst,Delta Freight Systems,"San Francisco, CA",2025-10-17,Data Analyst,110500,"Delta Freight Systems seeks an experienced Junior Data Analyst to support our expanding analytics function. Day-to-day responsibilities include working with Git, Python, SQL, Power BI, Excel, and Tableau to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
699,Deep Learning Engineer,Vantage Point Retail,"Chicago, IL",2025-10-17,ML Engineer,159500,"We are looking for a Deep Learning Engineer to join our growing team at Vantage Point Retail. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with TensorFlow, Docker, Kubernetes, Computer Vision, and AWS. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
1022,Applied ML Engineer,Keystone Auto Group,Remote,2025-10-17,ML Engineer,137000,"We are looking for a Applied ML Engineer to join our growing team at Keystone Auto Group. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Docker, Kubernetes, PyTorch, and TensorFlow. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1758,Big Data Engineer,Quicksilver Payments,"Seattle, WA",2025-10-17,Data Engineer,180500,"As a Big Data Engineer at Quicksilver Payments, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: NoSQL, Airflow, Python, SQL, dbt, and ETL. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
16,ETL Developer,Northwind Digital,"Atlanta, GA",2025-10-18,Data Engineer,114000,"Join Northwind Digital as a ETL Developer! You'll be responsible for building and maintaining systems that rely on Spark, ETL, Hadoop, Data warehousing, SQL, AWS, and Airflow. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
155,BI Analyst,Pixel & Co,"Pune, India",2025-10-18,Data Analyst,28000,"We are looking for a BI Analyst to join our growing team at Pixel & Co. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Power BI, Data warehousing, Tableau, and Git. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
157,Applied Data Scientist,Rustic Agritech,"San Francisco, CA",2025-10-18,Data Scientist,146000,"As a Applied Data Scientist at Rustic Agritech, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Python, Spark, A/B testing, and NLP. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Entry-level candidates with strong internship experience are encouraged to apply."
1114,Data Engineer,DataForge Inc,"Austin, TX",2025-10-18,Data Engineer,110000,"DataForge Inc seeks an experienced Data Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Spark, SQL, AWS, Snowflake, and NoSQL to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
1431,Data Engineer,Delta Freight Systems,"Berlin, Germany",2025-10-18,Data Engineer,112500,"We are looking for a Data Engineer to join our growing team at Delta Freight Systems. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Python, Spark, Azure, BigQuery, and Google Cloud Platform. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
1523,Data Engineer,Evergreen Logistics,Remote,2025-10-18,Data Engineer,109500,"Evergreen Logistics is hiring a Data Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using SQL, Python, Snowflake, Data warehousing, BigQuery, and Google Cloud Platform. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Ideal for candidates with 4-6 years of industry experience."
1715,Research Data Scientist,Riverstone Tech,Remote,2025-10-18,Data Scientist,87000,"Join Riverstone Tech as a Research Data Scientist! You'll be responsible for building and maintaining systems that rely on SQL, Deep Learning, Statistics, A/B testing, and Python. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Entry-level candidates with strong internship experience are encouraged to apply."
306,Business Data Analyst,Pixel & Co,"New York, NY",2025-10-19,Data Analyst,101000,"Pixel & Co seeks an experienced Business Data Analyst to support our expanding analytics function. Day-to-day responsibilities include working with Data warehousing, Python, R, and Git to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
339,Junior Data Analyst,Gridline Utilities,"London, UK",2025-10-19,Data Analyst,71000,"As a Junior Data Analyst at Gridline Utilities, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Excel, R, SQL, Power BI, Statistics, A/B testing, and Looker. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
1439,Analytics Engineer,Nova Insurance,"Austin, TX",2025-10-19,Data Engineer,112500,"Join Nova Insurance as a Analytics Engineer! You'll be responsible for building and maintaining systems that rely on Docker, Spark, Airflow, Snowflake, and Kafka. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
